Category,SubCategory,Name,Price,SKU,Weight,Options,Description,ImageUrls,ImageNames,Url
Fire Extinguisher & Accessories,,Heavy Duty Rubber Strap Bracket 860,$34.00,2376,5.00 LBS,,"Heavy Duty Rubber Strap Bracket 860Heavy Duty Rubber Strap Bracket 860 All Amerex brackets are quality manufactured of steel with a primed and powder coated paint finish. The paint finish assures many years of use and meets the latest U/L salt spray requirements (240 hrs. @ 20% salt solution - ASTM B117). Will support Extinguisher Model numbers: B355T, B385TS, B386T, B402, B402T, B403, B403T, B409, B410T, B417, B417T, B424, B453, B479, B479T, B500, B500T, C352TS, C354TSRubber Strap BracketSteel and Powder CoatedU/L salt spray requirements (240 hrs. @ 20% salt solution - ASTM B117)","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/435/697/860_full__31644.1378744727.jpg?c=2, ","adb41b44-5985-4724-ba7a-224c75c59691.png, ",https://www.fire-etc.com/heavy-duty-rubber-strap-bracket-860-2376/
Fire Extinguisher & Accessories,,Heavy Duty Box Type Vehicle Bracket 811,$56.00,2373,10.00 LBS,,"Heavy Duty Box Type Vehicle Bracket 811Amerex Heavy Duty Box Type Vehicle Bracket 811 - All Amerex brackets are quality manufactured of steel with a primed and powder coated paint finish. The paint finish assures many years of use and meets the latest U/L salt spray requirements (240 hrs. @ 20% salt solution - ASTM B117). Will support Extinguisher Model numbers: 332, 567, 568, 569, 589, 591, B570, B571Vehicle BracketSteel and Powder CoatedU/L salt spray requirements (240 hrs. @ 20% salt solution - ASTM B117)","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/433/695/811_full__61489.1378744357.jpg?c=2, ","f22aaba0-8642-441c-b20d-a8944078f6c8.png, ",https://www.fire-etc.com/heavy-duty-box-type-vehicle-bracket-811-2373/
Fire Extinguisher & Accessories,,Heavy Duty Box Type Vehicle Bracket 810,$53.00,2372,10.00 LBS,,"Heavy Duty Box Type Vehicle Bracket 810Heavy Duty Box Type Vehicle Bracket 810 All Amerex brackets are quality manufactured of steel with a primed and powder coated paint finish. The paint finish assures many years of use and meets the latest U/L salt spray requirements (240 hrs. @ 20% salt solution - ASTM B117). Will support Extinguisher Model numbers: 240, 250, 252, 254, 330, 331, 361, 423, 408, 564, 566, 580, 581, 582, 584, 592, 594, 595, 599, A411, A412, A413, B260, B262Vehicle BracketSteel and Powder CoatedU/L salt spray requirements (240 hrs. @ 20% salt solution - ASTM B117)","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/431/693/810_full__65203.1378744044.jpg?c=2, ","541b760b-5af8-4ae1-be87-a62a58c417d9.png, ",https://www.fire-etc.com/heavy-duty-box-type-vehicle-bracket-810-2372/
Fire Extinguisher & Accessories,,Heavy Duty Dolly Cart 859,$325.00,2380,15.00 LBS,,Heavy Duty Dolly Cart 859Heavy Duty Dolly Cart 859 All Amerex brackets are quality manufactured of steel with a primed and powder coated paint finish. The paint finish assures many years of use and meets the latest U/L salt spray requirements (240 hrs. @ 20% salt solution - ASTM B117).Dolly CartSteel and Powder CoatedU/L salt spray requirements (240 hrs. @ 20% salt solution - ASTM B117),"https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/430/1885/heavy-duty-dolly-cart-amerex__72693.1615314843.jpg?c=2, ","45fbcf90-51db-41a3-b6ec-1c25b63f659e.png, ",https://www.fire-etc.com/heavy-duty-dolly-cart-859-2380/
Nozzles,,"1"" NPSH Dual Flow Nozzle with Bumper",$99.00,15985,2.00 LBS,,"1"" NPSH Dual Flow Nozzle with BumperDual Range Nozzle with Bumper has settings for fog, straight stream, and off positions. Protective Rubber bumper.10 to 30 gpm1"" Rigid Base7.0 oz4.50""","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/773/1278/Dual_Flow_Nozzle_with_Bumper__25654.1410971051.jpg?c=2, ","17cc6ae3-edc6-441a-b5bb-4b6bdda802d3.png, ",https://www.fire-etc.com/1-npsh-dual-flow-nozzle-with-bumper/
Nozzles,,"1"" NST Dual Flow Nozzle with Bumper",$99.00,25522,1.00 LBS,,"1"" NST Dual Flow Nozzle with BumperDual Range Nozzle with Bumper has settings for fog, straight stream, and off positions. Protective Rubber bumper.10 to 30 gpm1"" Rigid Base7.0 oz4.50""","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/124/314/5477_full__26179.1378244177.jpg?c=2, ","33f8f4dc-707b-44d6-a50e-81ef3e65de8b.png, ",https://www.fire-etc.com/1-nst-dual-flow-nozzle-with-bumper/
Nozzles,,Dual Flow Nozzle Bumperless NPSH,$90.00,15989,1.00 LBS,,"Dual Flow Nozzle Bumperless NPSHDual Flow Nozzle Bumperless 1"" NPSH has settings for fog, straight stream, and off positions. No protective rubber bumper.10 to 23 gpm1"" Rigid Base NPSH ThreadWeight: 7.0 ozLength: 4.00""","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/120/310/18409_full__22312.1378243337.jpg?c=2, ","982012bd-8679-46bd-a6ef-00340cb87094.png, ",https://www.fire-etc.com/dualflownozzlebumperlessnpsh/
Nozzles,,Black Knight Nozzle NST,$46.00,18864,1.00 LBS,,"Black Knight Nozzle NSTThe Black Knight Nozzle NST is constructed of highly reinforced polymer, making them more durable than conventional plastic nozzles.95 gpm1 1/2"" rigid NST12.50 oz5.25""","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/117/307/18864_full__81061.1378242809.jpg?c=2, ","a064d34a-7c24-477e-9331-f37570d14201.png, ",https://www.fire-etc.com/18864/
Nozzles,,Lexan Red Plastic Nozzle 1 Inch NST,$18.50,24798,1.00 LBS,,"Lexan Red Plastic Nozzle 1 Inch NSTLexan Red Plastic Nozzle 1"" Adjustable Fog/Stream/Shut-off (NST)","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/116/306/1nst_full__54479.1378242588.jpg?c=2, ","269224f9-7694-4aa9-adb7-ff5900342ecd.png, ",https://www.fire-etc.com/lexan-red-plastic-nozzle-1-inch-nst/
Nozzles,,Lexan Red Plastic Nozzle 1.5 Inch NST,$18.50,24797,1.00 LBS,,"Lexan Red Plastic Nozzle 1.5 Inch NSTLexan Red Plastic Nozzle 1 1/2"" Adjustable Fog/Stream/Shut-off (NST)UL listed for class A, fires only.Lightweight, strong and impact resistantHigh quality at low cost.WEIGHT: 7 1/2oz.THREADSInletTHREAD DIAMETER: 1 1/2""THREAD TYPE: NSTBODY: High strength polycarbonateDEFLECTOR: Glass-filled nylonBUMPER: Weather-resistant rubberSCREW: Zinc-plated steelMaximum flow rates @ 120° spray angle:X: 100 psiY: 78 gpmX: 200 psiY: 100 gpmMaximum flow rates @ straight streamX: 100 psiY: 65 gpmDATA POINTX: 200 psiY: 80 gpmPRESSURE: Hydrostatically tested to1000 psiTEMPERATURE: Impact tested at-30° F","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/115/305/1_full__63105.1378242434.jpg?c=2, ","6ff368ce-7d25-4979-ac7c-759b4d064321.png, ",https://www.fire-etc.com/lexan-red-plastic-nozzle-15-inch-nst-16842/
Nozzles,,"Bulls Eye Nozzle, GHT Thread, Brass",$12.00,22670,1.00 LBS,,"Bulls Eye Nozzle, GHT Thread, BrassBulls Eye Nozzle, GHT Thread, Brass. The ONLY NOZZLE that does not interrupt water flow! 3/4"" GHT (garden hose thread) Nozzle. Manufactured & Assembled in the USA, Solid Brass & Stainless Steel Components, Revolutionary 'leak-proof' closure, Pin-point accuracy even under low water pressure, 50% MORE Water Pressure than 'ANY' 3/4"" GHT nozzle in the WORLD!Material-Nozzle: Solid Brass (#CA 36000)Material-Insert: Proprietary Elastomeric Polymer BlendSize: 1 1/8"" x 1 9/16"" (30mm x 43mm) - (as above)Weight: Bulk 3 oz - Carded 3.25 ozFlow: Usable Effective StreamMin =.5 GPM / Max = 5.5 GPMTemp Rating: 175 usable - 200 max (insert)Fluids: Water-Keytones-Ammonia Refrigerants-Silicon Oils-AirPSI Rating: 600 max psi - (burst test)","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/114/304/bullseye_full__84276.1378242279.jpg?c=2, ","3969d404-f627-42d9-9918-a9b6b35c947a.png, ",https://www.fire-etc.com/bullseyenozzleghtthreadbrass/
Nozzles,,"The Ultimate Hose Nozzle, 3/4"" GHT (Garden Hose Thread)",$22.00,14612,1.00 LBS,,"The Ultimate Hose Nozzle, 3/4"" GHT (Garden Hose Thread)The biggest problem that all Hose Nozzles have is that THEY BREAK or THEY LEAK! We've all seen this happen first hand! Some nozzles break easier than others, but eventually they all end up in the trash can. The Ultimate Hose Nozzle will thread on to 3/4"" GHT (Garden Hose Thread). The Ultimate Hose Fire Nozzle has an adjustable spray pattern from a near Solid stream to broad fan. The Ultimate fire hose nozzle has an exclusive 2 way shut-off allows you to turn on OR off in either direction. It is definitely ""BUILT TO LAST"". It is truly the ""ONLY NOZZLE YOU WILL EVER NEED"".3/4"" Garden Hose ThreadAircraft AluminumFiberglass Reinforced NylonComfort-grip Santoprene Rubber!Lifetime warranty","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/113/303/ultimatehose_full__59274.1378242110.jpg?c=2, ","a70591e5-2fe6-450d-bb8c-3c5d55d6afc1.png, ",https://www.fire-etc.com/the-ultimate-hose-nozzle-3-4-ght-garden-hose-thread/
Apparatus Equipment,Mounts & Brackets,"Ziamatic Vertical Bracket 1"" to 1.6"" VM-7-V",$34.00,18747,1.00 LBS,,"Ziamatic Vertical Bracket 1"" to 1.6"" VM-7-VVertical bracket 1.3"" to 1.6"": NO RATTLE! Variable mounting brackets are designed to accommodate various diameter tools and equipment. Powder coated aluminum brackets with durable flexible draw latches hold the tools firmly in place. The latches are UV stabilized material for long life. Easy to open and close. #7 brackets are for 1.3"" to 1.6"" diameter tools.","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/546/811/VM_7_V_full__67842.1378839156.jpg?c=2, ","033fab72-7bda-4742-987e-bc7ac7b872c6.png, ",https://www.fire-etc.com/Ziamatic-Vertical-Bracket-1-to-16-VM-7-V/
Apparatus Equipment,Mounts & Brackets,Ziamatic Quic Mount Tool Clip CL1.25,$32.00,20275,1.00 LBS,,"Ziamatic Quic Mount Tool Clip CL1.251.25"" diameter pvc coated steel spring clip: Spring steel clips will neatly store all your small tools in vehicles or in-house. No more hunting for misplaced hammers, screw drivers, etc. The clips are black PVC coated carbon steel, tempered per MIL-H-6875. Easy to apply to any surface. A choice of diameters is available to fit all of your needs. Designed to flex 1/16"" or .0625"". The CL 1.25 is 1.25"" diameter with a hole diameter of .144"". There are 4 pieces to one package.","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/536/802/CL125_full__11572.1378837930.jpg?c=2, ","3fd32441-f7e2-4db6-a6fb-a036692ac69b.png, ",https://www.fire-etc.com/ZiamaticQuicMountToolClipCL125/
Apparatus Equipment,Mounts & Brackets,Ziamatic Walkaway Bracket Load and Lock ULLH-ES,$159.00,20441,7.00 LBS,,"Ziamatic Walkaway Bracket Load and Lock ULLH-ESZiamatic Walkaway Bracket Load and Lock, assembled L & L bracket with strap assembly and ejector spring: ""Load & Lock"" WALKAWAY brackets comply with the NFPA 1901-09 standard.Assembled L & L bracket with strap assembly and ejector spring: ""Load & Lock"" WALKAWAY brackets comply with the NFPA 1901-09 standard. Bracket consists of backplate, short footplate, two non-mar double-coated seats, ejector spring, and our ""Load & Lock"" adjustable strap assembly. The backplate and footplate are black thermoplastic coated for years of trouble-free service. BEST OF ALL: One-Size fits all U.S. made 30 to 60 minute rated self-contained breathing apparatus.","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/488/753/ULLH_ES_full__05666.1378761996.jpg?c=2, ","8bd2a25c-27a9-4a73-b406-f372feb4ca44.png, ",https://www.fire-etc.com/ZiamaticWalkawayBracketLoadandLockULLH-ES/
Apparatus Equipment,Mounts & Brackets,"Ziamatic QUIC-MOUNT Tool Clips 1/2 Inch, 6 pack.",$26.00,21058,1.00 LBS,,"Ziamatic QUIC-MOUNT Tool Clips 1/2 Inch, 6 pack.Ziamatic QUIC-MOUNT Tool Clips 1/2 Inch diameter pvc coated steel spring clip: Spring steel clips will neatly store all your small tools in vehicles or in-house. No more hunting for misplaced hammers, screw drivers, etc. The clips are black PVC coated carbon steel, tempered per MIL-H-6875. Easy to apply to any surface. A choice of diameters is available to fit all of your needs. Designed to flex 1/16"" or .0625"". The CL .50 is .50"" diameter with a hole diameter of .169"". There are 6 pieces to one package.","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/465/727/cl50_full_1931__81308.1378751003.jpg?c=2, ","1f797db0-3488-4e0e-bad6-8593d7e1ea38.png, ",https://www.fire-etc.com/Ziamatic-QUIC-MOUNT-Tool-Clips-12-Inch-6-pack/
Apparatus Equipment,Mounts & Brackets,"Ziamatic Variable & Pike Pole Mount. Horizontal bracket #7 - 1.3"" to 1.6"".",$33.00,18745,1.00 LBS,,"Ziamatic Variable & Pike Pole Mount. Horizontal bracket #7 - 1.3"" to 1.6"".Ziamatic Variable & Pike Pole Mount. Horizontal bracket 1.3"" to 1.6"": NO RATTLE! Variable mounting brackets are designed to accommodate various diameter tools and equipment. Powder coated aluminum brackets with durable flexible draw latches hold the tools firmly in place. The latches are UV stabilized material for long life. Easy to open and close. #7 brackets are for 1.3"" to 1.6"" diameter tools.","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/462/724/vm7_full_1935__24385.1378750392.jpg?c=2, ","ec8f41cc-4d4b-48c1-8c65-8c391ee62bab.png, ",https://www.fire-etc.com/Ziamatic-Variable--Pike-Pole-Mount-Horizontal-bracket-7---13-to-16/
Apparatus Equipment,Mounts & Brackets,"Ziamatic Variable & Pike Pole Mount. Horizontal bracket #5 - 1"" to 1.3"".",$32.00,18744,1.00 LBS,,"Ziamatic Variable & Pike Pole Mount. Horizontal bracket #5 - 1"" to 1.3"".Ziamatic Variable & Pike Pole Mount. Horizontal bracket 1"" to 1.3"": NO RATTLE! Variable mounting brackets are designed to accommodate various diameter tools and equipment. Powder coated aluminum brackets with durable flexible draw latches hold the tools firmly in place. The latches are UV stabilized material for long life. Easy to open and close. #5 brackets are for 1"" to 1.3"" diameter tools.","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/458/720/VM_5_full__37901.1378749617.jpg?c=2, ","7196a8e1-2ce0-4670-860d-110a13e439b2.png, ",https://www.fire-etc.com/Ziamatic-Variable--Pike-Pole-Mount-Horizontal-bracket--5---1-to-13/
Apparatus Equipment,Mounts & Brackets,Ziamatic Assembled Lock and Lock Bracket Strap Assembly ULLH,$149.00,22527,1.00 LBS,,"Ziamatic Assembled Lock and Lock Bracket Strap Assembly ULLHAssembled L & L bracket with strap assembly: ""Load & Lock"" WALKAWAY brackets comply with the NFPA 1901-09 standard.Bracket consists of backplate, short footplate, two non-mar double-coated seats, and our ""Load & Lock"" adjustable strap assembly. The backplate and footplate are black thermoplastic coated for years of trouble-free service. BEST OF ALL: One-Size fits all U.S. made 30 to 60 minute rated self-contained breathing apparatus.","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/418/679/ULLH_ES_full2__79428.1378741539.jpg?c=2, ","c31da381-0097-4d77-84f2-58c7c1932643.png, ",https://www.fire-etc.com/ZiamaticAssembledLockandLockBracketStrapAssemblyULLH/
Apparatus Equipment,Hose Straps,Ambry Mvp hose pack,$109.99,,3.00 LBS,,"Ambry Mvp hose packThe MVP hosepack was developed and designed by a wildland firefighter for speed, comfort, and safety. The goal was to remove many of the frustrations firefighters encountered while using the older more traditional hosepacks.","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/878/1709/MVP-HP__22878.1549559344.jpg?c=2, ","c47297ba-7fdb-46d5-90b7-50f8c668e639.png, ",https://www.fire-etc.com/ambry-mvp-hose-pack/
Apparatus Equipment,Breathing Apparatus,Sundstrom Wildland First Responder Kit,$69.00,SUNWL,3.00 LBS,,"Sundstrom Wildland First Responder KitBetter Protection Sundstrom's P100 filter eliminates 99.997% of all type of particles. NIOSH only requires 99.97% efficiency. That means our P100 filter is 10 X more effective, providing 10 X better protection. The high efficient P100 together with pre filter and spark arrester protects against all types of particles, sparks, and ash particulates. Greater Comfort and Less Breathing Resistance Our flexible Silicone mask fits great. Sundstrom's unique design significantly cuts inhalation and exhalation resistance making the mask twice as easy to breathe through. This increases comfort and lengthens use time. 250% More Air Flow Our half mask respirator and P100 filter allows breathing rates of more than 250 liters per minute as compared to most competitive products which generally allow only 95 lpm. This means the Sundstrom user can handle much heavier work loads. Far Less Cost Over Time The SR 100 is an easy to maintain, clean and disinfect reusable mask. Our distinct pre-filter system together with spark arrester prevents premature clogging of the particulate filter and protects the P100 against sparks and ash particulates. It extends the P100 filter life up to 5 times longer than competitive productsKit Includes:SR 100 half maskSR 510 particulate filterSR 221 pre filterSR 5153 pre filter holderSR 322 user seal check discSR 336 spark arresterID labelstorage boxusers manual","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/712/1814/sundstrom_wildland_first_responder_kit_a__35624.1582053599.png?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/712/1815/sundstrom_wildland_first_responder_kit_b__80782.1582053599.png?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/712/1816/sundstrom_wildland_first_responder_kit_c__36130.1582053599.png?c=2, ","7786483a-57d9-47bd-b896-cf7bf99d7933.png, 68b86136-d36c-49d3-9b95-3c41ad43d66c.png, 4ad29da0-b648-44de-a02b-ec0b7c42a3fc.png, ",https://www.fire-etc.com/SundstromWildlandFirstResponderKit/
Apparatus Equipment,Breathing Apparatus,Ziamatic AC-32 Choc Holder Horizontal QCH-32-H,$129.00,20306,6.00 LBS,,"Ziamatic AC-32 Choc Holder Horizontal QCH-32-HZiamatic AC-32 Horizontal Choc Holders comply with the SAEJ348 StandardsZICO chocs comply with the SAEJ348 Standard for Wheel Chocs. This standard presents basic criteria for the design, manufacture and testing of wheel chocs. NFPA Standards require two Wheel Chocs be mounted on fire apparatus before being placed into service. The Chocs are required to hold a fully loaded apparatus on a 10 percent grade with the transmission in neutral and the parking brake released.High-tensile strength aluminum constructionLarge rear-opening hand grip permitting safe and easy placement and removalDouble row of rugged teeth to grip almost any firm surfacethird party tested for compliance","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/421/682/QCH_32_H_full__42619.1378742205.jpg?c=2, ","4ff78a41-8b00-44be-9abb-a6e69c69b03a.png, ",https://www.fire-etc.com/ZiamaticAC-32ChocHolder-HorizontalQCH-32-H/
Apparatus Equipment,Breathing Apparatus,Ziamatic Assembled Lock and Lock Bracket Strap Assembly ULLH,$149.00,22527,1.00 LBS,,"Ziamatic Assembled Lock and Lock Bracket Strap Assembly ULLHAssembled L & L bracket with strap assembly: ""Load & Lock"" WALKAWAY brackets comply with the NFPA 1901-09 standard.Bracket consists of backplate, short footplate, two non-mar double-coated seats, and our ""Load & Lock"" adjustable strap assembly. The backplate and footplate are black thermoplastic coated for years of trouble-free service. BEST OF ALL: One-Size fits all U.S. made 30 to 60 minute rated self-contained breathing apparatus.","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/418/679/ULLH_ES_full2__79428.1378741539.jpg?c=2, ","40f360bc-6146-41f0-8d78-5aca94615c8e.png, ",https://www.fire-etc.com/ZiamaticAssembledLockandLockBracketStrapAssemblyULLH/
Wrenches/Spanners,,Red Head Spanner Wrench Hole Type - Style 103,$12.00,18721,1.00 LBS,,"Red Head Spanner Wrench Hole Type - Style 103Red Head Spanner Wrench Hole Type Style 103. A compact hole type spanner designed for use on 3/4"" and 1"" booster hose fittings.Hole TypeDesigned for use on 3/4"" and 1""","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/416/677/18721_full__14186.1378741035.jpg?c=2, ","c94f9aea-0259-40ae-a9fa-4f330565f8e3.png, ",https://www.fire-etc.com/18721/
Wrenches/Spanners,,Red Head Spanner Wrench Universal - Style 101,$29.00,18968,1.00 LBS,,"Red Head Spanner Wrench Universal - Style 101Red Head Universal Spanner Wrench. Style 101. A rugged, all purpose tool. Gas cock shut-off located for maximum strength and leverage. Fits 3/4"" thru 6"" rocker lug and pin lug fittings.Gas cock shut-off located for maximum strength and leverage.Fits 3/4"" thru 6"" rocker lug and pin lug fittings.","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/415/676/18968_full__83809.1378740788.jpg?c=2, ","a2d08a8c-426a-4362-885d-47bba2f345a1.png, ",https://www.fire-etc.com/18968/
Wrenches/Spanners,,Adjustable Hydrant Wrench,$26.95,16934,3.00 LBS,,Adjustable Hydrant Wrench,"https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/413/674/aw1_full_1878__78493.1378422146.jpg?c=2, ","26bfc07a-e8be-4d31-bd51-26082deaa57e.png, ",https://www.fire-etc.com/Adustable-Hydrant-Wrench/
Wrenches/Spanners,,Fire Hook Unlimited Folding Spanner,$17.00,16595,1.00 LBS,,"Fire Hook Unlimited Folding SpannerFire Hook Unlimited Folding Spanner. The all new, compact, adjustable universal wrench with finger grips and engraved no slip handle. Will fit pin or rocker lug coupling. No sharp protrusions to cut or tear firemen's pockets. Special Alloy... SUPER STRENGTHNo slip handleWill fit pin or rocker lug couplingSpecial Alloy","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/412/673/16595_full__83264.1378422007.jpg?c=2, ","81958b3f-fb1b-48b0-93a4-3462fe89c80e.png, ",https://www.fire-etc.com/16595/
Wrenches/Spanners,,Red Head Adjustable Hydrant Wrench w/ Single Spanner Head- Style 107,$49.00,17719,5.00 LBS,,"Red Head Adjustable Hydrant Wrench w/ Single Spanner Head- Style 107Red Head Adjustable Hydrant Wrench w/ Single Spanner Head. Style 107. Wrench will accommodate pentagon heads to 1-3/4"" and square heads to 1-1/4"". Single hook spanner head is designed to fit 3/4"" thru 6"" rocker lug or pin lug fittings.Adjustable Hydrant Wrench w/ Single Spanner Head.Wrench will accommodate pentagon heads to 1-3/4"" and square heads to 1-1/4"".Single hook spanner head is designed to fit 3/4"""" thru 6"""" rocker lug or pin lug fittings.","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/411/672/17719_full__50157.1378421887.jpg?c=2, ","ba34a957-405d-4d23-a45a-af981931a411.png, ",https://www.fire-etc.com/17719/
Wrenches/Spanners,,Red Head Adjustable Hydrant Wrench w/ Double Spanner Head- Style 105,$89.00,17043,6.00 LBS,,"Red Head Adjustable Hydrant Wrench w/ Double Spanner Head- Style 105Red Head Adjustable Hydrant Wrench w/ Double Spanner Head. Style 105. Wrench will accommodate pentagon heads to 1-7/8"" and square heads to 1-1/2"". Double spanner head is designed to fit 3/4"" thru 6"" rocker lug or pin lug fittings. Jaw is replaceable.Adjustable Hydrant WrenchDouble Spanner HeadWrench will accommodate pentagon heads to 1-7/8"" and square heads to 1-1/2"".Double spanner head is designed to fit 3/4"" thru 6"" rocker lug or pin lug fittings.Jaw is replaceable.","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/410/671/17043_full__92936.1378421759.jpg?c=2, ","6cc109cc-7720-4a9b-a931-169c18fd7cc7.png, ",https://www.fire-etc.com/17043/
Wrenches/Spanners,,"Gated Wye Valve 1.5"" Female Swivel Inlet X Two 1"" Male Outlets",$289.00,5502,1.00 LBS,,"Gated Wye Valve 1.5"" Female Swivel Inlet X Two 1"" Male OutletsGated Wye Valve 1.5"" Female Swivel Inlet X Two 1"" Male Outlets are cast aluminum with high quality polymer shut off mechanisms and seats on both sides of the ball resulting in a smooth waterway.Aluminum1.5"" Female Swivel Inlet X (2) 1"" Male Outlets","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/406/667/5502_full__91866.1378420910.jpg?c=2, ","50d69d09-67f3-4c58-9390-e33e84df4eec.png, ",https://www.fire-etc.com/gated-wye-valve-1-5-female-swivel-inlet-x-two-1-male-outlets/
Wrenches/Spanners,,"Gated Wye Valve 1.5"" FNH x (2) 1.5"" MNH Outlets",$289.00,15979,1.00 LBS,,"Gated Wye Valve 1.5"" FNH x (2) 1.5"" MNH OutletsWYE VALVES are cast aluminum with High Quality polymer shut off mechanisms and seats on both sides of the ball resulting in a smooth waterway 1 1/2"" Female Swivel Inlet X Two 1 1/2"" Male OutletsAluminum1 1/2"" Female Swivel Inlet X (2) 1 1/2"" Male Outlets","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/405/666/5501_full__34693.1378420795.jpg?c=2, ","cad98164-f072-474f-89d5-96ae7846191b.png, ",https://www.fire-etc.com/gated-wye-valve-1-5-fnh-x-2-1-5-mnh-outlets/
Wrenches/Spanners,,"Gated Wye Valve 2.5"" Female x (2) 1.5"" Male Outlets",$305.00,15980,1.00 LBS,,"Gated Wye Valve 2.5"" Female x (2) 1.5"" Male OutletsGated Wye Valve 2.5"" Female x (2) 1.5"" Male Outlets are cast aluminum with high quality polymer shut off mechanisms. Seats on both sides of the ball resulting in a smooth waterway.Aluminum2 1/2"" Female Swivel Inlet X (2) 1 1/2"" Male Outlets","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/404/665/5503_full__18848.1378420689.jpg?c=2, ","aa1aa34a-9426-4fad-bd8b-559bd11c87ef.png, ",https://www.fire-etc.com/gated-wye-valve-2-5-female-x-2-1-5-male-outlets/
Wrenches/Spanners,,"Gated Wye Valve 1"" Female Swivel Inlet X Two 1"" Male Outlets",$230.00,16000,1.00 LBS,,"Gated Wye Valve 1"" Female Swivel Inlet X Two 1"" Male OutletsGated Wye Valve 1"" Female Swivel Inlet X Two 1"" Male Outlets cast aluminum with high quality polymer shut off mechanisms.Aluminum1"" Female Swivel Inlet X (2) 1"" Male Outlets","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/401/662/5500_full__87973.1378420356.jpg?c=2, ","443958a9-f835-4ece-adfd-944fa6491e18.png, ",https://www.fire-etc.com/gated-wye-valve-1-female-swivel-inlet-x-two-1-male-outlets/
Thermal Imaging Cameras,,MSA EVOLUTION 6000 pLUS THERMAL IMAGING CAMERA,$85.00,30923,5.00 LBS,,"MSA EVOLUTION 6000 pLUS THERMAL IMAGING CAMERAEvolution 6000 Plus thermal imaging camera adds additional tools to aid and improve fireground safety and decision making.New Evolution 6000 TIC from MSA is the most advanced and rugged thermal imaging camera ever built. New and enhanced features include best in class image quality, light weight, laser pointer and range finder. NFPA 1801-compliant model provides the industry’s best mix of features to support the thermal imaging needs of every fire department, rescue organization, strike team, or HazMat crew. Operation includes NFPA Basic Mode and additional features in NFPA Plus Mode. Temperature readout is offered in Fahrenheit or Celsius.Evolution 6000 Plus TIC: standard integrated flashlight/laser pointer, optional laser range finder/laser pointer (replaces flashlight if selected), compass, 2x/4x zoom, 6 color palettes, transmitter option.","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/893/1729/10145951__36819.1560555975.jpg?c=2, ","d23874de-eee0-4fe9-b11d-95fccd176c11.png, ",https://www.fire-etc.com/msa-evolution-6000-plus-thermal-imaging-camera/
